p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
705	1.58737793056199e-07	-0.26813131878662	0.122	0.372	3.6831071377392e-06	1	RBFOX2
706	1.61163916304624e-07	0.540344954782223	0.626	0.568	3.73155865003143e-06	1	MIR4669
707	1.61221472744849e-07	-0.255677581758334	0.104	0.411	3.73155865003143e-06	1	TTC21B
708	1.65345813722069e-07	-0.279347933294536	0.148	0.495	3.80523898295172e-06	1	GRSF1
709	1.67221762845853e-07	0.531613125212582	0.4	0.219	3.84528549218323e-06	1	SLC37A2
710	1.73821699490611e-07	-0.391457954601959	0.035	0.273	3.96165124595872e-06	1	PLD6
711	1.75643483935881e-07	-0.284217914139619	0.139	0.469	3.99673641460852e-06	1	SOS1
712	1.77287367632154e-07	0.468233395065185	0.522	0.434	4.02766734796418e-06	1	ARRDC4
713	1.78263356923762e-07	-0.262674058356213	0.026	0.256	4.03905096512153e-06	1	UBXN8
714	1.78269767615039e-07	-0.320015986115361	0.296	0.606	4.03905096512153e-06	1	JADE2
715	1.78892186756096e-07	-0.289852068220293	0.183	0.561	4.03905096512153e-06	1	SLC12A2
716	1.78892186756096e-07	-0.291122598213547	0.183	0.561	4.03905096512153e-06	1	LINC01184
717	1.84258764471129e-07	-0.307240299638586	0.043	0.29	4.10693924872775e-06	1	AVEN
718	2.00721239844806e-07	0.314121188225002	0.861	0.862	4.40792562939248e-06	1	ELL
719	2.05548274282914e-07	0.356774378896937	0.617	0.677	4.49996519731358e-06	1	RAB5B
720	2.05815228598277e-07	-0.29251654580427	0.087	0.374	4.50232741571208e-06	1	CCDC6
721	2.11230500370368e-07	-0.301888815438687	0.096	0.389	4.61010159906245e-06	1	EEF1AKMT1
722	2.14108168140146e-07	-0.251498882593552	0.157	0.508	4.65138903725488e-06	1	WDR20
723	2.21237580431908e-07	-0.275243883701913	0.035	0.271	4.79523138536449e-06	1	ZNF626
724	2.21936779115925e-07	-0.262968964269207	0.13	0.402	4.80670574325515e-06	1	LIG4
725	2.3468239674752e-07	-0.305003091777749	0	0.198	5.03650841905387e-06	1	CHST7
726	2.39298464221489e-07	-0.262696913808447	0.122	0.439	5.11231820884354e-06	1	RABGAP1L-DT
727	2.39298464221489e-07	-0.263821951972987	0.122	0.439	5.11231820884354e-06	1	RABGAP1L
728	2.49856063184482e-07	-0.299021743502632	0.13	0.454	5.31780118839334e-06	1	DTWD2
729	2.59163870630152e-07	-0.289641210192526	0.035	0.269	5.48292353208349e-06	1	ZNF517
730	2.67552072615722e-07	-0.271709645573017	0.035	0.269	5.62901673559647e-06	1	IL17D
731	2.70584267657693e-07	-0.318504552663891	0.165	0.514	5.68108747425016e-06	1	RPS12
732	2.77936837044661e-07	0.493776739173834	0.696	0.624	5.81919973833077e-06	1	CATIP
733	2.78584887102578e-07	-0.28122084032202	0.061	0.318	5.82845705780685e-06	1	ARL14EP
734	2.7961580640052e-07	-0.310536619441253	0	0.196	5.841390872162e-06	1	LINC02273
735	2.81064831608043e-07	-0.299589277413796	0.096	0.385	5.86733199729268e-06	1	MRPL10
736	2.83300297230929e-07	-0.29812948188802	0.096	0.385	5.90094298286675e-06	1	LRRC46
737	2.86297540869945e-07	-0.315720350572071	0.2	0.473	5.95023824479114e-06	1	S1PR2
738	3.03218551014499e-07	-0.279893841345267	0.052	0.301	6.25142572728874e-06	1	ROBO3
739	3.16876935196377e-07	-0.267923673591303	0.339	0.697	6.49047424356284e-06	1	RHBDD1
740	3.20695536220626e-07	0.537494858308967	0.661	0.619	6.54500976481417e-06	1	ZNF385A
741	3.22273164609793e-07	-0.31646502718017	0.4	0.766	6.56301184935929e-06	1	HIVEP2
742	3.23026285138211e-07	-0.285753347901459	0.017	0.228	6.56889730848228e-06	1	SPINK2
743	3.4321012568626e-07	-0.37461257998305	0.104	0.398	6.8902475374475e-06	1	GOLM2
744	3.48272471087068e-07	-0.376356752105389	0.104	0.402	6.95733863024816e-06	1	SVIP
745	3.54271663311935e-07	-0.27777400389432	0.2	0.495	7.04734221600207e-06	1	PDE4D
746	3.58633547686193e-07	0.520286630518602	0.739	0.671	7.12409812937057e-06	1	DOK3
747	3.62112699750291e-07	-0.255414176231072	0.078	0.351	7.17809817355145e-06	1	SAMD15
748	3.62112699750291e-07	-0.257783406865084	0.078	0.351	7.17809817355145e-06	1	TMED8
749	3.68036233729487e-07	-0.312322820616489	0.078	0.351	7.25528559096666e-06	1	AKAP10
750	3.73147044759158e-07	-0.288898098129367	0.087	0.366	7.3327473123404e-06	1	DNAJC9-AS1
751	3.74817471041534e-07	-0.370966661412812	0.252	0.527	7.35270835257984e-06	1	PIK3IP1
752	3.78717593072434e-07	-0.278063344104576	0.113	0.415	7.40356278114737e-06	1	SNX25
753	3.90242410062831e-07	-0.269242600275586	0.27	0.542	7.60784566229239e-06	1	CD247
754	3.97906344063366e-07	-0.337294956384847	0.043	0.28	7.71474991876828e-06	1	EIF5A2
755	4.18952817169722e-07	0.708234914343233	0.696	0.624	8.02931441816068e-06	1	CATIP-AS1
756	4.22167053191945e-07	0.415648019655002	0.626	0.637	8.07780102694655e-06	1	POLG
757	4.24346363196121e-07	0.644767272682818	0.661	0.652	8.09760828378692e-06	1	FGR
758	4.24804758590581e-07	-0.307997475101225	0.035	0.262	8.09760828378692e-06	1	MAST4-AS1
759	4.48517459690648e-07	-0.30239141217769	0.078	0.323	8.47293538481485e-06	1	UBA3
760	4.54064933945149e-07	-0.253302021692974	0.583	0.794	8.5631019887977e-06	1	KDM2B
761	4.55291614154437e-07	-0.299172929090549	0.009	0.209	8.58051912241654e-06	1	LOC101929340
762	4.59383503822753e-07	-0.315949426990522	0.052	0.295	8.62392784275876e-06	1	ZFP14
763	4.59760580891194e-07	-0.269702624964766	0.243	0.49	8.62454788819552e-06	1	TMEM63A
764	4.67148501028264e-07	-0.35704621503552	0.139	0.46	8.73419591717772e-06	1	ARID2
765	4.7734817371844e-07	-0.256404814643836	0.113	0.413	8.88382298057059e-06	1	LOC101926948
766	4.91527388081274e-07	-0.292104138745142	0.339	0.69	9.08795935624861e-06	1	BCL9L
767	4.94611421757225e-07	0.332478287245057	0.678	0.761	9.13859603789796e-06	1	ASMTL
768	4.94911778927388e-07	-0.280414538152782	0.026	0.243	9.13859603789796e-06	1	HAPLN3
769	4.9532655314791e-07	-0.298112634697156	0.296	0.574	9.13870731722357e-06	1	CD5
770	4.95563490724491e-07	-0.287258822572349	0.017	0.226	9.13870731722357e-06	1	CEP112
771	5.09285849257048e-07	-0.339061221761334	0.209	0.542	9.37806869546794e-06	1	MAP3K9
772	5.19382234242651e-07	-0.267947308346037	0.061	0.312	9.5159565726257e-06	1	HACE1
773	5.38572708916177e-07	-0.296199374267086	0.009	0.206	9.84843518817198e-06	1	MIR3659HG
774	5.38572708916177e-07	-0.301551648635635	0.009	0.206	9.84843518817198e-06	1	POU3F1
775	5.44321205478146e-07	0.459305591732609	0.296	0.131	9.94712741347312e-06	1	RAB32
776	5.45686355366995e-07	-0.295619357943848	0.087	0.359	9.95921577135624e-06	1	NDUFB1
777	5.45686355366995e-07	-0.299030932491121	0.087	0.359	9.95921577135624e-06	1	CPSF2
1203	2.45976638884744e-30	0.427667782936642	0.44	0.042	2.32095357230348e-26	2	SLC16A10
1204	3.09113462318696e-26	0.420715682921446	0.752	0.221	1.857470545561e-22	2	BCL11B
1205	7.42384891721351e-25	0.29871809559135	0.385	0.045	2.33496545888403e-21	2	LINC00332
1206	1.35651526275714e-23	0.402809539224437	0.505	0.093	2.25875750252155e-20	2	RETREG1
1207	1.35651526275714e-23	0.382165830267704	0.505	0.093	2.25875750252155e-20	2	LOC101929524
1208	8.13299565510464e-23	0.359792518648228	0.55	0.119	1.2790039333836e-19	2	HAPLN3
1209	2.07682781372247e-22	0.386105085382948	0.569	0.13	3.09414552226536e-19	2	MFGE8
1210	1.00884374015445e-20	0.42581658581253	0.541	0.138	1.098359221252e-17	2	ITGA6
1211	3.82410317289496e-20	0.338714757805306	0.688	0.223	4.00921809315325e-17	2	IGSF9B
1212	1.5103490556699e-19	-0.602627820400954	0.101	0.588	1.47425692133958e-16	2	LYN
1213	1.6904648868068e-18	0.391714787365411	0.578	0.183	1.29329701488757e-15	2	TC2N
1214	2.09968929712289e-18	0.378574495603002	0.596	0.18	1.56410276141204e-15	2	CDON
1215	1.17615439942659e-17	0.410740242851701	0.633	0.242	8.32335064614213e-15	2	WNT7A
1216	1.41335800566138e-17	0.397097138881718	0.422	0.096	9.75803050396501e-15	2	LINC02273
1217	1.15341713056294e-16	0.277773381879901	0.376	0.074	7.42040425337388e-14	2	PTPRK
1218	1.57772910086556e-16	0.30888368607061	0.312	0.051	9.70886470830468e-14	2	LINC01252
1219	1.20036724701017e-15	0.350023636780584	0.633	0.214	5.96119222124857e-13	2	RCAN3AS
1220	1.96461424687325e-15	0.299377898004775	0.624	0.274	8.9697315300389e-13	2	LINC00598
1221	2.95987941625807e-15	0.33757170910818	0.661	0.263	1.23645594029599e-12	2	TMEM263
1222	2.96112816622995e-15	0.319065375343051	0.679	0.268	1.23645594029599e-12	2	ZSCAN18
1223	2.97025484650889e-15	0.326001518046882	0.587	0.2	1.23645594029599e-12	2	SYNE2
1224	4.61021093148248e-15	0.252262923455514	0.789	0.361	1.83804564559823e-12	2	LBH
1225	5.13153920894837e-15	0.37431724615353	0.505	0.178	2.01747889427363e-12	2	DGKA
1226	5.43749896253612e-15	0.30544976332142	0.697	0.274	2.10848333058233e-12	2	YES1
1227	6.84803887807458e-15	0.3184514404155	0.734	0.314	2.58463248695543e-12	2	LY9
1228	7.40457917718762e-15	0.326470081781341	0.532	0.163	2.75791345748224e-12	2	HOOK1
1229	8.94854173181036e-15	0.267982993525346	0.505	0.159	3.20640975699185e-12	2	SYTL2
1230	9.60568350548162e-15	0.339086991401774	0.44	0.123	3.3568899134527e-12	2	AFAP1
1231	9.60568350548162e-15	0.283227871001261	0.44	0.123	3.3568899134527e-12	2	LOC389199
1232	9.97531837705281e-15	0.37708154192839	0.431	0.123	3.40206430481005e-12	2	AXIN2
1233	1.72965316725598e-14	0.267917112999485	0.972	0.701	5.62773473626608e-12	2	KLC2
1234	3.15574397061386e-14	0.315402451990645	0.771	0.348	9.92551606401849e-12	2	SBK1
1235	3.2653753931196e-14	-0.993589672734819	0.064	0.444	1.00470631796779e-11	2	IL1B
1236	3.79511431358679e-14	-0.509664023601723	0.009	0.393	1.1067462554898e-11	2	HCK
1237	7.42630245628969e-14	0.344079991921841	0.541	0.172	1.86632319937309e-11	2	LOC150051
1238	7.42630245628969e-14	0.306800881915577	0.541	0.172	1.86632319937309e-11	2	TIAM1
1239	7.45026041364888e-14	0.354905291704777	0.697	0.314	1.86632319937309e-11	2	RCAN3
1240	7.76155768303583e-14	0.295364694665249	0.697	0.287	1.91049055072779e-11	2	VPS13A
1241	7.76155768303583e-14	0.291300114067308	0.697	0.287	1.91049055072779e-11	2	VPS13A-AS1
1242	1.19430879343361e-13	0.255743798259902	0.55	0.195	2.8172749179771e-11	2	ST6GALNAC3
1243	1.81590078871018e-13	0.323897357324883	0.385	0.1	4.07957965285866e-11	2	ENPP2
1244	3.2887089782468e-13	0.322223839409524	0.936	0.622	7.25631833543454e-11	2	H2BC7
1245	3.49537865238912e-13	0.363937310186263	0.826	0.505	7.55295293993731e-11	2	TAF8
1246	3.65301416543468e-13	0.347256782941873	0.826	0.505	7.76511525695665e-11	2	CCND3
1247	3.77717212926498e-13	0.322082726135427	0.936	0.622	7.86179496052235e-11	2	H2AC7
1248	5.30522096563989e-13	0.275382828771711	0.826	0.446	1.08039489118251e-10	2	CBX1
1249	6.71907569671501e-13	0.298364408499065	0.358	0.093	1.33004808214624e-10	2	GCNT4
1250	6.81121832373234e-13	0.303539602425637	0.927	0.662	1.33892470201313e-10	2	TLE5
1251	7.39311679821964e-13	-0.288264772552969	0.183	0.522	1.39889620665886e-10	2	LILRA6
1252	7.40522673545561e-13	0.306676930534124	0.807	0.408	1.39889620665886e-10	2	TRIB2
1253	7.41281064750162e-13	0.272386867885887	0.468	0.144	1.39889620665886e-10	2	GGACT
1254	8.21793466641374e-13	0.284217965427549	0.725	0.312	1.54056342120645e-10	2	MYC
1255	8.45416465397884e-13	0.332439520323568	0.706	0.386	1.57442130829065e-10	2	NDUFB8
1256	9.07145833565356e-13	0.29251808879273	0.422	0.127	1.66744007212562e-10	2	CAMK4
1257	1.5047634240702e-12	0.285785782592139	0.89	0.454	2.62934186698488e-10	2	LINC02332
1258	1.51673246385749e-12	0.316297993496443	0.835	0.484	2.63399667818491e-10	2	LINC01623
1259	1.60873925889692e-12	-0.362196740240769	0.183	0.522	2.77674281717043e-10	2	LILRB3
1260	1.6807303346937e-12	-0.670626741096976	0.018	0.363	2.8834202172227e-10	2	NCF2
1261	1.88841828786225e-12	0.315970821780607	0.624	0.255	3.20092553739621e-10	2	NRTN
1262	1.90006180596128e-12	0.308708796086285	0.679	0.301	3.20149104412774e-10	2	LEPROTL1
1263	1.9635176302096e-12	0.283868708050081	0.495	0.166	3.26943626842376e-10	2	KCTD21-AS1
1264	1.98658649157059e-12	0.33537668680201	0.954	0.65	3.26943626842376e-10	2	H3C4
1265	2.17562859957169e-12	0.292683144445289	0.761	0.361	3.53356021623686e-10	2	CYFIP2
1266	2.19680861129728e-12	0.318949367850679	0.541	0.193	3.53356021623686e-10	2	LOC101929431
1267	4.39610196617619e-12	0.300798890229123	0.339	0.083	6.65197788328043e-10	2	ARHGAP39
1268	5.94745790314587e-12	0.270161732125008	0.835	0.49	8.72304097742747e-10	2	WNT10A
1269	6.74382512215987e-12	-0.768035190410904	0.073	0.412	9.53684290520771e-10	2	LINC00877
1270	7.24566574840478e-12	-0.485571365907038	0.009	0.338	1.01536168485195e-09	2	PDYN-AS1
1271	1.20457807578406e-11	0.28973916434434	0.688	0.331	1.6083958297745e-09	2	HHIPL1
1272	1.20457807578406e-11	0.287912086257512	0.688	0.331	1.6083958297745e-09	2	CCDC85C
1273	1.87141781014371e-11	0.313404503715533	0.633	0.306	2.34180360766691e-09	2	UMODL1
1274	2.12322818060345e-11	0.295909274125889	0.358	0.098	2.62455109643414e-09	2	HYKK
1275	3.19352684255309e-11	0.398977464544993	0.404	0.136	3.78239181306069e-09	2	SPINK2
1276	3.92627187536518e-11	0.28091135846848	0.275	0.059	4.63087408233175e-09	2	NOG
1277	4.61412309770721e-11	0.300813950135509	0.789	0.473	5.39718936061149e-09	2	LINC01694
1278	4.71589755295725e-11	0.310692778124592	0.596	0.285	5.49353547454983e-09	2	CERS4
1279	4.94831822861205e-11	0.260795139170877	0.569	0.214	5.58055952578969e-09	2	RGMB-AS1
1280	5.07237174622325e-11	0.28991665657588	0.697	0.382	5.69776297699768e-09	2	TMEM63A
1281	6.02938486975882e-11	0.291653472343976	0.477	0.18	6.64100379409584e-09	2	BNIP3
1282	6.21224153222008e-11	0.266087235845378	0.798	0.437	6.7634585020213e-09	2	MTIF3
1283	7.24251344369349e-11	0.256452878966056	0.266	0.059	7.50966403115867e-09	2	SCN8A
1284	1.12293120421437e-10	0.369211901477958	0.303	0.076	1.10370880547556e-08	2	OCIAD2
1285	1.22009173754966e-10	0.300066931330612	0.532	0.225	1.19093575223511e-08	2	ELOVL6
1286	1.50029402186939e-10	-0.523715968070722	0.037	0.352	1.4347575296303e-08	2	CEBPD
1287	1.53953133790637e-10	0.259520689066994	0.936	0.639	1.46732368963353e-08	2	H2AC8
1288	1.58953076545543e-10	0.293754754371654	0.734	0.41	1.50484439390458e-08	2	YIPF5
1289	1.6330088668309e-10	0.293270327502067	0.734	0.41	1.5357336210426e-08	2	KCTD16
1290	1.63994490816037e-10	0.25896219654921	0.936	0.639	1.53714968593694e-08	2	H2BC8
1291	2.32764993388276e-10	0.293524914644399	0.872	0.563	2.14621454978565e-08	2	BCL9L
1292	2.8743428070454e-10	-0.52778277769892	0.009	0.299	2.56668838608941e-08	2	CCL3
1293	2.8743428070454e-10	-0.52778277769892	0.009	0.299	2.56668838608941e-08	2	CCL3L1
1294	2.95693759973213e-10	0.276176453017641	0.495	0.221	2.60753995749587e-08	2	DUS4L-BCAP29
1295	3.08373633798367e-10	0.258186230905644	0.706	0.325	2.68875768130113e-08	2	PEG10
1296	3.49345403432079e-10	0.328419713417434	0.734	0.461	2.9785904623349e-08	2	TECPR1
1297	3.78019455830457e-10	0.308193045685537	0.569	0.287	3.18470140958117e-08	2	LINC02168
1298	4.87620263712135e-10	-0.463238035473934	0.11	0.403	4.02421772737592e-08	2	CYRIA
1299	5.25730038943033e-10	0.354886273297755	0.55	0.276	4.32611634080245e-08	2	TRERF1
1300	5.5526456294157e-10	0.255757889418261	0.587	0.251	4.54273814542977e-08	2	STRIP2
1301	5.57985237046245e-10	0.291227949863954	0.55	0.234	4.55184095246918e-08	2	TNIK
1302	6.5736479015558e-10	0.275724066541529	0.615	0.289	5.22697334689157e-08	2	ZNF407
1303	6.5736479015558e-10	0.27536426978115	0.615	0.289	5.22697334689157e-08	2	LINC00909
1304	6.69403556628085e-10	0.265921438230886	0.266	0.066	5.29296270320425e-08	2	SOX8
1305	8.04633202200005e-10	0.259987889229698	0.89	0.605	6.20619946993884e-08	2	H4C4
1306	8.77227813111767e-10	0.287829329675642	0.853	0.645	6.71126694750129e-08	2	ERF
1307	8.90719660937328e-10	-0.458232124836896	0.055	0.352	6.77784985004112e-08	2	TMCC3
1308	1.01497239971309e-09	0.321186493314661	0.716	0.45	7.66155299164756e-08	2	CALY
1309	1.2067647596715e-09	0.261948628545733	0.239	0.053	8.91070825711138e-08	2	ZNF667-AS1
1310	1.2067647596715e-09	0.256217194003331	0.239	0.053	8.91070825711138e-08	2	ZNF667
1311	1.22780474088268e-09	0.261076943280696	0.349	0.11	9.02739449354965e-08	2	CFAP70
1312	1.31383399664145e-09	0.283607125711074	0.706	0.374	9.56059098789964e-08	2	BMPR1A
1313	1.41028189858138e-09	0.271503034139201	0.495	0.221	1.01838902303937e-07	2	DUS4L
1314	2.00805529260079e-09	0.287100997793529	0.431	0.172	1.36968725705182e-07	2	MARCHF9
1315	2.67417758910728e-09	0.251562230651153	0.486	0.191	1.73619139942339e-07	2	SMIM1
1316	2.84776516918141e-09	0.30193908559331	0.312	0.102	1.82379386072439e-07	2	TMIE
1317	3.88236218929969e-09	-0.308853875559993	0	0.257	2.41004444062514e-07	2	ARHGEF10L
1318	4.39689264282804e-09	-0.533079343566259	0.037	0.306	2.68884691360289e-07	2	SLC37A2
1319	4.41697747845178e-09	0.261684444520096	0.523	0.217	2.68884691360289e-07	2	UBE3B
1320	4.41697747845178e-09	0.259234931710179	0.523	0.217	2.68884691360289e-07	2	KCTD10
1321	4.68939342865108e-09	0.28895546671457	0.358	0.123	2.79372107349325e-07	2	ZC3H12D
1322	6.103777868794e-09	-0.59113802161881	0.229	0.501	3.5174734864964e-07	2	SLC2A8
1323	6.54466445093141e-09	0.275311407370174	0.578	0.274	3.7275617024651e-07	2	FKBP4
1324	8.4048065860151e-09	-0.308832422227719	0.009	0.261	4.57028814147944e-07	2	CCL4
1325	8.4048065860151e-09	-0.308832422227719	0.009	0.261	4.57028814147944e-07	2	CCL4L2
1326	8.4048065860151e-09	-0.311670957979489	0.009	0.261	4.57028814147944e-07	2	CCL4L1
1327	1.29712693086953e-08	0.278532529673859	0.835	0.558	6.47579753652975e-07	2	GPC1
1328	1.56101214127732e-08	0.254258920417943	0.569	0.27	7.48878118382884e-07	2	LIPA
1329	1.58401353816921e-08	-0.438823392693501	0.073	0.335	7.56132735665358e-07	2	SPI1
1330	1.73981893164042e-08	-0.435508351532262	0.128	0.397	8.11351803920021e-07	2	TRPV4
1331	1.73981893164042e-08	-0.436504844458044	0.128	0.397	8.11351803920021e-07	2	MIR4497
1332	1.80741369073836e-08	0.273190544777555	0.697	0.386	8.3160273744301e-07	2	TRAF1
1333	1.82527449092187e-08	0.338536122563149	0.624	0.433	8.37407536702196e-07	2	AMIGO1
1334	2.02550621357581e-08	-0.251877505715171	0.009	0.253	9.10095307741116e-07	2	APOA2
1335	2.02550621357581e-08	-0.325852393176049	0.009	0.253	9.10095307741116e-07	2	FCER1G
1336	2.13575951803738e-08	0.31319016767865	0.633	0.329	9.52077868930459e-07	2	PYM1
1337	2.87217622493987e-08	-0.492203706396364	0.046	0.306	1.22259687818606e-06	2	KLF4
1338	5.70488035092967e-08	0.257248991611617	0.45	0.197	2.15893112424821e-06	2	MYB
1339	5.98309401106322e-08	0.265888762450406	0.495	0.221	2.24918249895308e-06	2	COG5
1340	6.44791739643424e-08	0.251248402090403	0.495	0.225	2.37967663286654e-06	2	TMEM248
1341	6.91245861745699e-08	0.264876830657538	0.468	0.212	2.5182878517935e-06	2	DPH6
1342	6.91245861745699e-08	0.264618046396984	0.468	0.212	2.5182878517935e-06	2	DPH6-DT
1343	8.33119757765998e-08	-0.577874226492847	0.037	0.27	2.95527831868197e-06	2	MAFB
1344	9.11285932354442e-08	-0.657993213506994	0.211	0.429	3.19254590187589e-06	2	ASCL2
1345	1.02516010625591e-07	0.267704077574382	0.514	0.276	3.53892769851049e-06	2	SELENOW
1346	1.15960705738143e-07	-0.532579610128729	0.789	0.794	3.9311373620714e-06	2	BHLHE40
1347	1.57058928763036e-07	0.26986158881376	0.477	0.255	5.07519074942382e-06	2	MIR4666A
1348	2.09307018338612e-07	-0.270072936306372	0.037	0.27	6.47525001979353e-06	2	SIRPA
1349	2.11525399805102e-07	-0.31026627865792	0.064	0.31	6.53673525358409e-06	2	CHST15
1350	2.4908006746783e-07	0.258167687106776	0.257	0.079	7.48670630019748e-06	2	BEGAIN
1351	2.49370068779202e-07	-0.301051613299463	0	0.206	7.48670630019748e-06	2	PMFBP1
1352	2.83188196870346e-07	-0.270521340957335	0.037	0.268	8.34069291671142e-06	2	RBM47
1353	2.98114551505686e-07	0.339099102515408	0.532	0.291	8.68247806288718e-06	2	TMEM161B-AS1
1354	2.98114551505686e-07	0.282565141399275	0.532	0.291	8.68247806288718e-06	2	TMEM161B
1355	3.22847200617814e-07	-0.344670565783613	0.972	0.86	9.2125359958553e-06	2	MBOAT7
1356	3.29419122158526e-07	-0.347716932756353	0.972	0.86	9.3717257195391e-06	2	TSEN34
1357	3.50142819169715e-07	-0.420429280846526	0.275	0.497	9.88184724051556e-06	2	LOC100130357
1358	3.54903191515296e-07	0.26283894864176	0.339	0.136	9.98347505550802e-06	2	PRDM15
1359	3.55201326520839e-07	-0.50751417666444	0.156	0.386	9.98347505550802e-06	2	TREM1
1553	4.40064858476866e-26	-0.431937548732723	0.2	0.855	5.31783505771093e-22	3	LOC730183
1554	5.13437910198782e-26	-0.428353334713747	0.2	0.855	5.31783505771093e-22	3	SRCAP
1555	5.63588694426565e-26	-0.261563101194976	0.178	0.804	5.31783505771093e-22	3	UBE2D2
1556	8.81437465161949e-24	-0.421049351715833	0.144	0.757	4.99017006526786e-20	3	PTDSS2
1557	5.74058352341547e-23	-0.376706416138916	0.244	0.855	2.32140996853317e-19	3	COPZ1
1558	1.49941760491966e-22	-0.258196038429567	0.256	0.878	4.45912516370932e-19	3	SLC25A29
1559	1.62667507149952e-22	-0.256461318207552	0.256	0.878	4.45912516370932e-19	3	MIR345
1560	1.75913910595828e-22	-0.378032111821567	0.244	0.873	4.45912516370932e-19	3	MIIP
1561	1.77719574599117e-22	-0.446614893786244	0.244	0.849	4.45912516370932e-19	3	SLC16A3
1562	1.89032755023534e-22	-0.433951333423624	0.289	0.884	4.45912516370932e-19	3	IQSEC1
1563	5.2743537202272e-22	-0.305359123131003	0.222	0.824	1.06643664827479e-18	3	NECAP1
1564	8.00471621203144e-22	-0.467913962887882	0.189	0.776	1.51059667875983e-18	3	ERF
1565	2.16401383294255e-21	-0.423775919292994	0.233	0.818	3.36296763514363e-18	3	ABCA7
1566	2.66400876503556e-21	-0.326978458799665	0.367	0.892	3.77050480559308e-18	3	SLC25A35
1567	3.1170758715805e-21	-0.403103288014249	0.178	0.771	4.20166984270615e-18	3	SFN
1568	3.37587231460646e-21	-0.35068482444119	0.189	0.829	4.3436735277075e-18	3	PLEKHO2
1569	4.08188402994206e-21	-0.252327109142168	0.178	0.78	5.02373440154651e-18	3	APOBEC3G
1570	5.31731195119254e-21	-0.254824029628996	0.178	0.81	6.02068597609629e-18	3	PIGV
1571	7.05613369205435e-21	-0.265880175189248	0.244	0.843	7.68222986234548e-18	3	PDLIM7
1572	1.03289717486005e-20	-0.327015794516033	0.122	0.747	1.08289704921346e-17	3	MTCH1
1573	1.4047879659347e-20	-0.50869715077858	0.267	0.851	1.28495784159976e-17	3	LYL1
1574	1.57245497213283e-20	-0.379263519783501	0.411	0.945	1.34883281503527e-17	3	HCFC1R1
1575	1.76548515286476e-20	-0.378693530972292	0.411	0.945	1.39225405588721e-17	3	THOC6
1576	1.82067904010034e-20	-0.488376742446066	0.056	0.653	1.39225405588721e-17	3	PLCG1
1577	1.86899544719377e-20	-0.301941720822784	0.189	0.776	1.39225405588721e-17	3	DOK3
1578	2.31732374169146e-20	-0.475509360419156	0.056	0.653	1.63991207890151e-17	3	PLCG1-AS1
1579	2.46272853910409e-20	-0.283402070053367	0.1	0.688	1.7003038233273e-17	3	ZNF428
1580	2.97489171837569e-20	-0.428854074940989	0.144	0.735	1.85871488423781e-17	3	ISY1
1581	2.97489171837569e-20	-0.43261031144813	0.144	0.735	1.85871488423781e-17	3	ISY1-RAB43
1582	3.02048555745713e-20	-0.282919012184749	0.333	0.884	1.85871488423781e-17	3	ZSCAN10
1583	3.34857962690105e-20	-0.441055450850037	0.111	0.694	2.01677113826996e-17	3	BLOC1S6
1584	5.56907644117808e-20	-0.380863891003405	0.122	0.71	3.14470886571983e-17	3	PPP1CB
1585	5.85997556276455e-20	-0.357257381581847	0.111	0.71	3.18996785106108e-17	3	DNAJC16
1586	7.42367461492512e-20	-0.347954263760384	0.2	0.814	3.7710611346304e-17	3	ZNF57
1587	8.97760717449911e-20	-0.292748599496481	0.089	0.643	4.16605125063191e-17	3	C7orf26
1588	9.37937399089163e-20	-0.464447375112175	0.144	0.731	4.28228934774467e-17	3	FBXW11
1589	1.0459835068734e-19	-0.464072227082883	0.144	0.729	4.69978652842307e-17	3	NIFK
1590	1.19244509959689e-19	-0.303146693833933	0.322	0.869	5.11694272465887e-17	3	MAST3
1591	1.69084000855108e-19	-0.306357439383837	0.211	0.749	6.74121241155708e-17	3	KAT5
1592	2.48710252276983e-19	-0.343898302086151	0.233	0.818	9.64416590575965e-17	3	CDH15
1593	2.68167550863334e-19	-0.318758978861703	0.056	0.649	1.01934137050688e-16	3	NRM
1594	2.70076669332729e-19	-0.264192677563503	0.244	0.847	1.01934137050688e-16	3	TMEM120B
1595	4.59667281328207e-19	-0.299527369600179	0.144	0.722	1.51300020146018e-16	3	PCOLCE-AS1
1596	5.60242112504097e-19	-0.380805214481139	0.189	0.722	1.78229685720738e-16	3	LOC100130987
1597	5.60371711207321e-19	-0.262325084902444	0.089	0.647	1.78229685720738e-16	3	ARID1B
1598	9.85711899253064e-19	-0.474665410235948	0.111	0.676	2.79025467321565e-16	3	C15orf39
1599	1.10393989706259e-18	-0.27674750697093	0.222	0.784	3.06364967315203e-16	3	RAC2
1600	1.16557166779432e-18	-0.486225211274459	0.156	0.7	3.20328516507318e-16	3	AS-PTPRE
1601	1.2847524173169e-18	-0.317873416196494	0.189	0.753	3.49687371894129e-16	3	TLE2
1602	1.46451550592078e-18	-0.304014550927073	0.133	0.739	3.87439630150462e-16	3	ST3GAL2
1603	2.43347290199325e-18	-0.252664314375621	0.122	0.72	5.74035978639357e-16	3	IRGQ
1604	2.57828747492806e-18	-0.371653935004022	0.211	0.786	5.98226094694989e-16	3	MED16
